statistics,Query1a,Query1b,Query1c,Query1d,Query2a,Query2b,Query2c,Query2d,Query3a,Query3b,Query3c,Query4a,Query4b,Query4c,Query5a,Query5b,Query5c,Query6a,Query6b,Query6c,Query6d,Query6e,Query6f,Query7a,Query7b,Query7c,Query8a,Query8b,Query8c,Query8d,Query9a,Query9b,Query9c,Query9d,Query10a,Query10b,Query10c,Query11a,Query11b,Query11c,Query11d,Query12a,Query12b,Query12c,Query13a,Query13b,Query13c,Query13d,Query14a,Query14b,Query14c,Query15a,Query15b,Query15c,Query15d,Query16a,Query16b,Query16c,Query16d,Query17a,Query17b,Query17c,Query17d,Query17e,Query17f,Query18a,Query18b,Query18c,Query19a,Query19b,Query19c,Query19d,Query20a,Query20b,Query20c,Query21a,Query21b,Query21c,Query22a,Query22b,Query22c,Query22d,Query23a,Query23b,Query23c,Query24a,Query24b,Query25a,Query25b,Query25c,Query26a,Query26b,Query26c,Query27a,Query27b,Query27c,Query28a,Query28b,Query28c,Query29a,Query29b,Query29c,Query30a,Query30b,Query30c,Query31a,Query31b,Query31c,Query32a,Query32b,Query33a,Query33b,Query33c
bloomFiltersProbingTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buildBloomFiltersTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fullReducerTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deleteDanglingTupleFromHTime,52604229,49417689,3070938,99777081,3224709928,2296418401,4365,13851453092,0,0,0,1426744906,1484214,5940001360,0,0,0,28629167,4486124,708188,14604148966,28577634,0,31287682,466689479,9165216708,1645,0,8937407762,2477710692,9398,0,16400217,225003361,23189559,0,32112,1106339236,28783,292894157,11304749592,968838,99617143,4281362,2179656813,9549285,1059465,21737825712,184557664,90361,1675624906,0,0,0,84904,3129573,39712598008,857092141,650752413,100154776942,7694327430,322493034,1602471634,89686821525,27000220329,695123074,34404232,85707433,5449,0,4973120,1974403237,43622740206,2942890109,1701219110,1259485505,1238192387,2757638662,205705739,10265834,987060308,1398432417,474301570,513645674,392519174,9184148,394239,386982023,116002,3896215254,1659542699,807823042,1826213297,379256675,17466247,14271403,311507560,78493109,261587297,956814,1115771,10285745,102935513,958719,780601385,444842319,1460622,5553166134,70099241,70765873,1952900545,1502493213,1236275122
noGoodListConstructTime,2,5,1,5,13,11,11,30,9,10,9,14,0,20,0,0,0,9,20,20,9,9,9,0,0,5,0,1,37,8,6,6,7,7,2,0,0,16,66,7,28,31,46,29,11,43,40,20,20,12,25,4,2,31,31,19,112,12,12,29,158,163,164,30,132,17,5,18,6,9,7,7,5,97,95,16,16,15,8,8,8,41,32,33,30,8,9,3,4,8,95,93,97,16,16,15,8,9,8,6,6,6,2,2,2,5,5,8,1,0,31,20,21
buildNoGoodListTime,25404458,95954012,8789933,113385788,934344992,728776395,532195799,3112070181,220640665,223344202,249111072,698451017,486944,1207913620,2010,1326017,190357,5091696920,9732892491,9787745211,4572567303,3839795012,4535991354,708582,0,1019411864,5797058,11965132,8365628887,1090409158,214525056,159367093,311775810,468174918,37513951,34184,24704,813311589,1918886326,330006464,2668744544,1178286888,7124279912,1089722301,1730500381,6224877811,5734387125,4194437612,856261103,505314289,1662305812,113590666,39491716,2373357927,1980291201,10574108360,32029637766,6698180603,7237799078,18080876459,26467109006,25152873778,25433713973,19214782013,32038288228,2931481848,121087919,1126011451,325913693,327747564,380034693,1171331965,2368985862,11495398199,13289582980,929376894,931495672,1056331295,443485182,469750490,441655862,3051602938,2331690513,2516847851,2392241787,597751246,690207878,100861359,85463750,549392627,14249294351,12326861491,14088564120,858232145,870080184,876859994,459326865,416783526,378142213,408238011,386545172,490891028,69765029,77818427,60974332,299760347,185881871,869413527,17922854,16932380,2532537700,1587991675,1806549797
noGoodListProbingTime,2,37,1,38,145,139,118,215,175,162,188,44,1,68,2,0,10,146,143,146,188,180,183,0,0,5,7,7,1724,1656,29,28,33,38,3,34,32,85,65,66,120,124,163,115,130,154,128,157,57,20,50,8,5,152,144,131,2606,159,152,176,1388,1432,1441,216,1880,86,5,63,35,42,31,42,11,1810,1539,88,86,83,17,17,19,155,150,142,151,44,63,3,4,16,1627,1533,1579,91,79,78,20,26,19,33,31,30,9,11,11,6,5,17,2,2,179,115,69
evaluationMemoryCostInBytes,1345948672,643300864,485962240,827184840,2401485728,1880325176,1695232000,6471232680,766528208,517611008,1075638880,1237346432,837452288,3479331544,489496112,351727424,752832304,6400006144,5544713992,5667355040,6181240016,5738451272,7781634952,6077249536,5720771072,6472480808,1173651008,316843520,2884472320,7634983336,1866168320,1564178432,2479945728,3446600704,2056724480,1653434880,2340313600,1378039512,863515816,1663732736,6009034584,345088176,3429545984,832095920,3357264936,3325930496,2827292664,3741227424,1416464384,1159511040,1719775488,1417293824,1068139520,2100009624,1977449240,8166010880,7138324192,8719659008,7733213904,11917711384,8212195896,6772560080,7101218336,11932440976,4597722992,3446256072,943720960,1584488496,1875755008,1342084608,2439456256,5877653176,7793523520,3143245216,7586956696,1106304752,1081781248,2031654816,1599675904,1333798400,1753132664,2500118056,1987489024,1762000680,1812543088,2707674624,2725055488,2641131008,1936591872,2918961872,7937629536,7431993752,8328017720,1145653184,1217029008,1719997136,1875214976,1199048480,1715447360,2460942848,2244312064,3353443328,2163963904,1778085888,2946473472,3528279040,1971023872,4014487568,2472602112,2377873408,3394203032,2817705320,2767234168
noGoodListSizeInBytes,131744,524960,66208,524960,2621984,2359840,2097824,5243424,1049120,1311264,1311264,2097824,2720,4194976,800,8864,1696,1311264,4198944,4203040,1573408,1573408,1573408,1184,584,524960,35560,66792,5243624,1180392,529328,527280,541616,1049520,131944,1000,1000,3146472,8389480,1049320,4227816,4457192,8393448,4719336,1311464,8391400,8389864,3146472,4194976,2097824,4194976,295656,131816,4719336,4719336,4211232,18874912,2621984,2621984,5243424,35652128,33620512,33817120,5243424,25166368,2163232,524960,3146272,787376,1050032,1049520,787376,525160,16778088,18875112,3146472,3146472,3146472,1065704,1051368,1082088,8913640,4719336,4719336,4719336,1180592,1049776,262816,262816,1049248,18875112,18875112,18875112,3146472,3146472,3146472,1082088,1082088,1082088,558000,558000,558000,131944,131944,131944,524960,524960,1049248,66408,33640,5243424,4194976,4194976
noGoodListSize,18578,84416,9343,84415,302796,258320,234998,679825,184521,223329,159584,352435,349,445206,2,1365,149,218134,433854,431541,184842,165129,176505,61,0,79879,3536,10275,877869,130529,93857,85904,95104,127243,16294,16,10,348273,904494,147498,668153,759850,1060397,709984,238698,910118,924793,493635,457811,281566,606910,45802,16513,795966,795886,418960,2495451,261892,271890,686951,4040954,4048137,4028282,680148,3146821,390510,63866,425001,122630,152030,117308,131528,85947,2363489,2471816,348275,348281,348271,157711,172768,147424,871917,827630,827631,796011,142061,171137,28642,30330,139037,2464007,2460822,2471816,348278,348280,348279,144474,148342,148085,100452,100452,95628,19168,23302,16506,63743,63870,144443,6411,5871,701458,459926,459914
