statistics,Query1a,Query1b,Query1c,Query1d,Query2a,Query2b,Query2c,Query2d,Query3a,Query3b,Query3c,Query4a,Query4b,Query4c,Query5a,Query5b,Query5c,Query6a,Query6b,Query6c,Query6d,Query6e,Query6f,Query7a,Query7b,Query7c,Query8a,Query8b,Query8c,Query8d,Query9a,Query9b,Query9c,Query9d,Query10a,Query10b,Query10c,Query11a,Query11b,Query11c,Query11d,Query12a,Query12b,Query12c,Query13a,Query13b,Query13c,Query13d,Query14a,Query14b,Query14c,Query15a,Query15b,Query15c,Query15d,Query16a,Query16b,Query16c,Query16d,Query17a,Query17b,Query17c,Query17d,Query17e,Query17f,Query18a,Query18b,Query18c,Query19a,Query19b,Query19c,Query19d,Query20a,Query20b,Query20c,Query21a,Query21b,Query21c,Query22a,Query22b,Query22c,Query22d,Query23a,Query23b,Query23c,Query24a,Query24b,Query25a,Query25b,Query25c,Query26a,Query26b,Query26c,Query27a,Query27b,Query27c,Query28a,Query28b,Query28c,Query29a,Query29b,Query29c,Query30a,Query30b,Query30c,Query31a,Query31b,Query31c,Query32a,Query32b,Query33a,Query33b,Query33c
rkRelationSize,28889,1337088,17816,1337088,2609129,2609129,2609129,2609129,4523930,4523930,4523930,517682,8322,806365,24025,1418,295628,4523930,4523930,4523930,4523930,4523930,4523930,64,1,84183,93095,93095,36244344,36244344,867477,713828,867477,867477,32288,1435439,1435439,1271989,1271989,1337140,1337140,2609129,2609129,2609129,2609129,2609129,2609129,2609129,1337634,373409,716210,61664,61664,2609129,2609129,4523930,36244344,4523930,4523930,2609129,36244344,36244344,36244344,2609129,36244344,2379271,73047,1244716,867477,713828,867477,867477,36244344,36244344,36244344,1271989,1271989,1271989,303271,303271,303271,2609129,2609129,2609129,2609129,867477,867477,30801,30801,188971,36244344,36244344,36244344,1271989,1271989,1271989,303271,303271,303271,836701,836701,867477,135086,135086,135086,73047,73047,188971,29997,29997,2609129,1380035,1380035
totalTuplesRemoved,56962,127888,12604,158675,1462377,1169333,235000,3878929,184521,223329,159584,1049346,1413,2453197,2,1365,149,219352,434053,431572,769245,166347,176505,2755,20371,819965,3537,10275,1824727,427182,93861,85904,99981,185369,26360,16,23,807976,904509,277746,3181298,760443,1075211,712613,535941,911507,924965,2876956,554355,281617,1218048,45802,16513,795966,795922,419085,6758011,295834,296644,4519170,5004138,4094779,4288513,3877208,6935031,483714,81903,457251,122885,152030,120013,356120,3141128,3140928,2830799,807940,802942,1234489,200006,175077,411213,1300809,1001812,1001964,934784,143991,171232,138444,30371,1123607,2787649,2639557,2835754,351982,348384,348910,252654,176321,243264,100685,100738,97593,47467,23589,228104,158220,64370,1065942,31482,30402,1255138,893582,761342
totalTuplesRemovedRk,18578,84416,9343,84415,302796,258320,234998,679825,184521,223329,159584,352435,349,445206,2,1365,149,218134,433854,431541,184842,165129,176505,61,0,79879,3536,10275,877869,130529,93858,85904,95129,127263,16294,16,10,348273,904494,147498,669621,759850,1060397,709984,238698,910118,924793,493635,457811,281566,606913,45802,16513,795966,795886,418960,2495451,261892,271890,686951,4040954,4048137,4028282,680148,3146821,390506,63866,425044,122883,152030,117282,142889,3140191,3140192,2471816,348275,348281,348271,157711,172768,147424,871917,827630,827631,796011,142057,171137,28642,30330,139037,2464007,2460822,2471816,348278,348283,348278,144474,148342,142225,100452,100452,95627,19168,23302,16506,63743,63870,144443,6411,5871,701458,459926,459914
totalTuplesRemovedInnerRelations,38384,43472,3261,74260,1159581,911013,2,3199104,0,0,0,696911,1064,2007991,0,0,0,1218,199,31,584403,1218,0,2694,20371,740086,1,0,946858,296653,3,0,4852,58106,10066,0,13,459703,15,130248,2511677,593,14814,2629,297243,1389,172,2383321,96544,51,611135,0,0,0,36,125,4262560,33942,24754,3832219,963184,46642,260231,3197060,3788210,93208,18037,32207,2,0,2731,213231,937,736,358983,459665,454661,886218,42295,2309,263789,428892,174182,174333,138773,1934,95,109802,41,984570,323642,178735,363938,3704,101,632,108180,27979,101039,233,286,1966,28299,287,211598,94477,500,921499,25071,24531,553680,433656,301428
totalTuplesFiltered,10169,1252669,8470,1252669,2298499,2345582,2374131,1861029,4339266,4300596,4358310,164683,7968,357392,24023,53,294830,4305792,4090070,4092388,4339016,4358797,4333387,0,0,1743,89534,82816,34945964,36060096,773589,627911,771210,690146,15923,1435423,1435423,923695,367493,1189600,667074,1848894,1548722,1894710,2354787,1698954,1684322,2034593,879340,91842,106555,15844,45149,1813035,1812849,4104954,33336181,4258189,4248975,1870388,32197144,32195971,32214193,1861536,32956946,1988355,9171,800255,744572,561797,749851,697002,33104145,33104148,33768926,923696,923706,923692,144287,130489,146321,1715406,1781496,1781497,1813114,725414,696337,472,468,40848,33779318,33783475,33768932,923701,923701,923701,156839,154852,157233,736248,736248,771847,115762,111782,117205,9163,9171,44235,23586,19738,1907669,920108,920108
totalIntermediateResultsProduced,94688,177603,16677,250180,1664057,1251960,235008,5246202,275469,271374,295472,1262699,1574,3050106,7,1369,3004,267032,434874,432376,891875,269342,1107264,3225,21592,1348122,4737,10393,8458498,1385495,95021,87090,124816,923307,39116,23,92,1171415,904590,426258,4914711,992960,1080476,1264947,871947,914113,925355,5085716,624398,281646,1800280,157847,25934,1939540,1962542,423194,21147550,889927,757988,6293002,5482904,4119139,4391574,8275305,11622332,499122,144186,1238721,153394,152108,200778,1954995,3141578,3141323,3337067,1299742,1278602,1787661,267281,179296,751316,2380769,1577820,1577360,1911288,170241,171340,227841,30454,1683968,3556659,3370221,3631570,743303,560058,872545,642579,361543,563846,107262,106235,122864,59780,23671,321728,317919,64802,1555688,50720,69960,2011860,1429519,1591534
totalIntermediateResultsProducedWithoutNULL,94684,177599,16673,250176,1664053,1251956,235004,5246198,275466,271371,295469,1262695,1570,3050102,3,1365,3000,267028,434870,432372,891871,269338,1107260,3218,21585,1348115,4731,10387,8458492,1385489,95014,87083,124809,923300,39110,17,86,1171408,904583,426251,4914704,992953,1080469,1264940,871939,914105,925347,5085708,624391,281639,1800273,157839,25926,1939532,1962534,423187,21147543,889920,757981,6292996,5482898,4119133,4391568,8275299,11622326,499116,144180,1238715,153385,152099,200769,1954986,3141569,3141314,3337058,1299734,1278594,1787653,267271,179286,751306,2380759,1577810,1577350,1911278,170230,171329,227833,30446,1683960,3556648,3370210,3631559,743292,560047,872534,642566,361530,563833,107246,106219,122848,59769,23660,321717,317909,64792,1555678,50715,69955,2011847,1429506,1591521
numberOfPassContextCalls,94116,177587,16661,250160,1632717,1231047,235004,4973057,275037,271356,277361,1260263,1549,3034101,3,1365,384,267010,434840,432367,891567,269320,279669,3165,21522,1254350,4555,10363,4682006,845427,94754,86972,113259,444210,38618,17,42,1170972,904533,419053,4897113,990222,1080399,1233067,651330,913334,925196,3849011,620656,281632,1776960,157159,25840,1935352,1945168,422397,13610845,462661,424946,5775703,5399360,4116035,4370683,5105437,9806203,496656,144117,1096245,152967,152086,194319,638430,3141472,3141265,3302836,1299014,1278506,1786693,252491,179123,640393,2122792,1577157,1577317,1910606,169968,171280,209921,30419,1571497,3543312,3369555,3590199,742534,559632,871776,610881,360316,508490,106118,106171,109244,56484,23590,287551,312543,64454,1546504,50715,48015,2011815,1429490,1591103
numberOfPassContextCallsInnerRelations,75538,93171,7318,165745,1329921,972727,6,4293232,90516,48027,117777,907828,1200,2588895,1,0,235,48876,986,826,706725,104191,103164,3104,21522,1174471,1019,88,3804137,714898,896,1068,18130,316947,22324,1,32,822699,39,271555,4227492,230372,20002,523083,412632,3216,403,3355376,162845,66,1170047,111357,9327,1139386,1149282,3437,11115394,200769,153056,5088752,1358406,67898,342401,4425289,6659382,106150,80251,671201,30084,56,77037,495541,1281,1073,831020,950739,930225,1438422,94780,6355,492969,1250875,749527,749686,1114595,27911,143,181279,89,1432460,1079305,908733,1118383,394256,211349,523498,466407,211974,366265,5666,5719,13617,37316,288,271045,248800,584,1402061,44304,42144,1310357,969564,1131189
numberOfPassContextCallsRk,18578,84416,9343,84415,302796,258320,234998,679825,184521,223329,159584,352435,349,445206,2,1365,149,218134,433854,431541,184842,165129,176505,61,0,79879,3536,10275,877869,130529,93858,85904,95129,127263,16294,16,10,348273,904494,147498,669621,759850,1060397,709984,238698,910118,924793,493635,457811,281566,606913,45802,16513,795966,795886,418960,2495451,261892,271890,686951,4040954,4048137,4028282,680148,3146821,390506,63866,425044,122883,152030,117282,142889,3140191,3140192,2471816,348275,348281,348271,157711,172768,147424,871917,827630,827631,796011,142057,171137,28642,30330,139037,2464007,2460822,2471816,348278,348283,348278,144474,148342,142225,100452,100452,95627,19168,23302,16506,63743,63870,144443,6411,5871,701458,459926,459914
numberOfInitPassContextCalls,56962,127888,12604,158675,1462377,1169333,235000,3878929,184521,223329,159584,1049346,1413,2453197,2,1365,149,219352,434053,431572,769245,166347,176505,2755,20371,819965,3537,10275,1824727,427182,93861,85904,99981,185369,26360,16,23,807976,904509,277746,3181298,760443,1075211,712613,535941,911507,924965,2876956,554355,281617,1218048,45802,16513,795966,795922,419085,6758011,295834,296644,4519170,5004138,4094779,4288513,3877208,6935031,483714,81903,457251,122885,152030,120013,356120,3141128,3140928,2830799,807940,802942,1234489,200006,175077,411213,1300809,1001812,1001964,934784,143991,171232,138444,30371,1123607,2787649,2639557,2835754,351982,348384,348910,252654,176321,243264,100685,100738,97593,47467,23589,228104,158220,64370,1065942,31482,30402,1255138,893582,761342
totalInputSizeAfterEvaluation,3870107,2052827,1768445,2687234,5910271,6148797,7052242,4006257,1166990,393988,2461772,4840534,4914568,4268769,1166931,944557,2456469,36634799,36244599,36244755,37041476,37624586,41807334,37829821,37096769,38286134,3506240,937587,9764772,10048185,5832203,4843292,9310264,10217484,6753759,6142500,7583352,5053132,4602255,6711105,4540021,857771,16288334,1649604,18472247,16301488,16300738,16526494,5526215,5231013,6266098,6487662,5737610,6855363,6864620,44075287,10965201,44923964,44678018,39944400,8975605,9852627,9643223,44419306,6785452,18660333,3025363,5824109,5749969,4399941,8615837,23728739,11112891,6039781,10032745,5207064,5306933,6552632,7113510,7023541,7462672,7309849,6087093,5952762,6490085,12000585,11525921,11308464,8888302,10441097,10258343,9893529,11407820,5778448,4918048,7573291,8114336,6212785,7754797,11718888,11655413,15900292,10314629,8961567,11395331,13931384,8896281,15532426,9555502,9560430,7434329,8374648,9566454
bloomFiltersProbingTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buildBloomFiltersTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fullReducerTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deleteDanglingTupleFromHTime,53060901,45551634,3097849,94015533,3131336212,2185920192,4381,13116323654,0,0,0,1370943271,1577389,5791671710,0,0,0,27052326,4567199,705155,14026058734,29060693,0,28216988,439604110,8991655833,1518,0,9147834876,2281832800,6754,0,15252595,216195154,22891880,0,31617,1034304953,27121,296102362,10133373135,804302,101574879,4967116,2250127565,8414093,1052273,21901328374,212154812,97952,1454842479,0,0,0,91521,2911500,39547566970,844436070,601821972,95551301015,7615135402,311819749,1576160974,86045263219,26877910055,678743610,30977526,83891272,5387,0,8954946,1911927495,4030834,1903681,1667631002,1140688412,1219146218,2855959609,106547586,5828257,763973335,1239751724,454728963,488862794,382453695,8604305,396202,382380997,120327,4063104130,1560681636,851695196,1862162174,8354779,278711,1793896,373736728,68063912,345831516,962168,1290742,10248874,93941968,881974,776669872,409081099,1612983,5333993474,70046430,64064911,1867837774,1556596091,1220534449
