statistics,Query1a,Query1b,Query1c,Query1d,Query2a,Query2b,Query2c,Query2d,Query3a,Query3b,Query3c,Query4a,Query4b,Query4c,Query5a,Query5b,Query5c,Query6a,Query6b,Query6c,Query6d,Query6e,Query6f,Query7a,Query7b,Query7c,Query8a,Query8b,Query8c,Query8d,Query9a,Query9b,Query9c,Query9d,Query10a,Query10b,Query10c,Query11a,Query11b,Query11c,Query11d,Query12a,Query12b,Query12c,Query13a,Query13b,Query13c,Query13d,Query14a,Query14b,Query14c,Query15a,Query15b,Query15c,Query15d,Query16a,Query16b,Query16c,Query16d,Query17a,Query17b,Query17c,Query17d,Query17e,Query17f,Query18a,Query18b,Query18c,Query19a,Query19b,Query19c,Query19d,Query20a,Query20b,Query20c,Query21a,Query21b,Query21c,Query22a,Query22b,Query22c,Query22d,Query23a,Query23b,Query23c,Query24a,Query24b,Query25a,Query25b,Query25c,Query26a,Query26b,Query26c,Query27a,Query27b,Query27c,Query28a,Query28b,Query28c,Query29a,Query29b,Query29c,Query30a,Query30b,Query30c,Query31a,Query31b,Query31c,Query32a,Query32b,Query33a,Query33b,Query33c
numberOfInitPassContextCalls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totalInputSizeAfterEvaluation,3937238,3433384,1789519,4098578,9671147,9663712,9661373,9746215,5690777,4917913,6979666,6054563,4923949,7079358,1190956,945975,2751448,41159943,40768722,40768715,42149737,42149730,46317226,37832576,37117140,39107842,3599311,1030678,46535463,46535463,6699653,5557107,10181455,11092999,6796042,7577939,9018798,6784803,5874257,8178451,8388393,3467108,18912267,4256927,21362975,18911949,18910025,21438043,6959910,5604472,7590701,6549308,5799272,9464364,9473391,48599326,51059393,49477987,49223637,46333958,46176887,46143377,46145929,50158050,46677429,21132402,3116437,7081615,6617426,5113768,9485701,24781861,47358164,42284857,46632470,6938700,7033581,8710813,7457803,7329107,8020206,10326064,8870401,8736223,9237983,12869990,12393490,11447380,8919141,11605552,46825310,46316561,48012506,7054131,6190133,8845902,8523829,6543958,8155294,12555821,12492399,16769732,10477858,9096938,11740640,14098767,8969822,16642603,9610570,9610570,10597136,10188338,11247904
bloomFiltersProbingTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buildBloomFiltersTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fullReducerTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deleteDanglingTupleFromHTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noGoodListConstructTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buildNoGoodListTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noGoodListProbingTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evaluationMemoryCostInBytes,1259548696,739222312,478241312,811459432,3509623208,1453240464,1691586552,1694376808,1409011888,254452128,2983628608,1140504160,1058851840,2954109712,468055552,326422584,1034780672,6046532480,6240665480,6139879232,8257218112,6681224176,10340050080,6161135616,5846756864,7368251904,997056920,322469376,9185168688,9570022016,1614363352,1597052224,2725998592,3644329552,1831763976,1822051688,2780096224,1304423296,817969816,3954393680,1389661296,622547296,3364646760,763091136,3416810480,3259299552,2973587104,9211400320,1042126432,922449920,1228469152,1444866048,1174106112,4915632928,3178020776,8623100240,8333348064,8219436352,8654549728,21052483872,7010124240,4034823952,3153809600,8570006504,4742135088,4255332096,902606360,2047124720,1748926360,1379172352,2441368176,5150838536,3979305016,2874042592,7614000648,1226378864,1696022416,2418310032,1371126944,1335645592,3322655032,2388667552,3835852952,3550131960,2399089728,3038728192,2881351712,2830858240,1793127032,2701418008,6510426848,5210038120,6755043584,1152366608,940143936,1894347648,1975672688,1473247744,2161218176,2148376248,2341597184,3891116032,2331340800,1958443008,2960659480,3614940672,1942999552,4067164224,2132610048,2192679784,7142375232,4026225776,4507504832
noGoodListSizeInBytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noGoodListSize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
numberOfHashTableProbe,148220,1829779,32944,2212177,5013798,4921003,2609135,17094356,5779256,4823869,7274474,1480814,10304,3649645,27954,1418,402565,4824699,4525403,4525019,7293952,6495545,7293952,3226,41121,1642593,94898,93343,84368085,74121623,869242,715172,908841,2551037,64053,1698482,2506826,2286402,1272129,4290512,27132558,3271188,2680660,4177656,3514947,2617049,2610099,9744043,1626996,373500,1989295,192388,101166,6242855,6292626,4543489,1140531477,5892939,5512783,21450558,38394315,36334768,36668066,21450558,77388077,2490539,167289,2537966,1088415,713910,1393773,7835836,36246831,36246095,38543139,2415751,2434935,3071809,748985,312001,3614030,10988354,4579885,4579885,5479084,989446,867683,264178,30918,3303532,39075835,38362985,39111970,1749041,1521266,1892593,1871193,757942,2100274,846013,844653,1118963,240110,135650,647397,431318,76302,4019339,408180,408180,6486652,3269738,3440478
numberOfHashTableProbeWithinFullReducer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
numberOfDeletionPropagationTriggered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
