statistics,Query1a,Query1b,Query1c,Query1d,Query2a,Query2b,Query2c,Query2d,Query3a,Query3b,Query3c,Query4a,Query4b,Query4c,Query5a,Query5b,Query5c,Query6a,Query6b,Query6c,Query6d,Query6e,Query6f,Query7a,Query7b,Query7c,Query8a,Query8b,Query8c,Query8d,Query9a,Query9b,Query9c,Query9d,Query10a,Query10b,Query10c,Query11a,Query11b,Query11c,Query11d,Query12a,Query12b,Query12c,Query13a,Query13b,Query13c,Query13d,Query14a,Query14b,Query14c,Query15a,Query15b,Query15c,Query15d,Query16a,Query16b,Query16c,Query16d,Query17a,Query17b,Query17c,Query17d,Query17e,Query17f,Query18a,Query18b,Query18c,Query19a,Query19b,Query19c,Query19d,Query20a,Query20b,Query20c,Query21a,Query21b,Query21c,Query22a,Query22b,Query22c,Query22d,Query23a,Query23b,Query23c,Query24a,Query24b,Query25a,Query25b,Query25c,Query26a,Query26b,Query26c,Query27a,Query27b,Query27c,Query28a,Query28b,Query28c,Query29a,Query29b,Query29c,Query30a,Query30b,Query30c,Query31a,Query31b,Query31c,Query32a,Query32b,Query33a,Query33b,Query33c
buildBloomFiltersTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fullReducerTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deleteDanglingTupleFromHTime,50265765,65855342,3120370,134823355,3276609139,2381693313,4779,14124314914,0,0,0,1361336263,1628759,5976222142,0,0,0,28855608,4669526,728095,14835167691,30984756,0,28004259,461807277,8748345290,1488,0,33445162591,12504604263,12212,0,16775191,229250788,22571385,0,32895,1065881495,24406,390101889,11938616124,1271697,93816726,6547975,2257414424,9704264,1142077,22633403297,232344979,99981,1374816993,0,0,0,100353,3014979,55924356225,867298864,662410313,98522982188,11420686574,477861288,2295962732,83805195858,31503261633,690142487,32929363,82136897,5687,0,10501708,2027603795,4700832,2473737,2065904220,1284475784,1205682455,2873859801,118250584,6033389,819325836,1567428557,527219237,506217951,432318457,8926316,368679,365295577,109229,4234019211,2015659979,1066689399,2339129874,9818632,214846,1915364,346515204,70188911,303019226,1126211,1295859,10501116,87766275,740614,904635686,399938720,1564594,5348564771,69466491,73148011,1948550513,1694131946,1477205408
noGoodListConstructTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buildNoGoodListTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noGoodListProbingTime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evaluationMemoryCostInBytes,1016242176,743793744,470374400,833123320,3623699224,3097519608,1564476072,1584817488,1380525168,254841712,2137396320,1323956640,813301760,3924734864,470026784,300588320,1011943936,6098026208,6301385864,6150647104,9244837392,8462139024,8385889376,6102415360,6175773184,6979810912,1071127040,321978880,12222765008,9210340368,1828344640,1610315776,2729396224,3744118776,2011840000,1605627208,2363979776,1523615072,815999976,3570362936,7263713952,609250816,3408189664,905710720,4134328272,3030470848,3044886344,3724269760,1474671296,1238025216,1829013632,1570568704,1134217728,5528334792,5253819656,8447961496,3658474208,8640552088,8238026568,15664025664,5763884256,2893807896,3197978784,19043878848,5104255760,3485074960,929971712,2018722480,1930749472,1359140176,2314513384,5777521408,4716464904,2733392320,7795406656,1348261968,1269948464,2628393056,1605023768,1339678208,1812865104,4716337984,3474713936,3644001936,2075086856,2994436096,2863131136,2709260288,1935732224,2512454184,7644099184,4868677936,7350630272,1427828736,1153507504,1660109888,1735912456,1251650336,1889358896,2153773120,2113152072,3572652544,2298181632,1811506688,3096678400,3521139200,1942775808,4607550824,2173460480,2190239736,4447354816,4313120184,4635656024
noGoodListSizeInBytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noGoodListSize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
numberOfHashTableProbe,124729,1776958,28834,2120226,4072808,3638190,2609135,8184145,5779256,4823869,7274474,1480814,10304,3649645,27954,1418,402565,4824699,4525231,4525019,7092966,6495545,7293952,3218,21585,1350372,94898,93343,81891193,73831754,869200,715170,904245,2293357,60529,1698482,2506826,2157008,1272078,3647803,7243804,3269680,2635356,4170706,3335545,2615712,2610000,7964156,1570943,373487,1930988,190514,100988,6231971,6261523,4541144,143599170,5621950,5327282,10599168,37810538,36318404,36616637,12538303,51160024,2487719,163235,2504174,1088261,713910,1387828,3540259,36245969,36245716,37560786,2286317,2263275,2780997,446505,310737,1129973,5432696,4212503,4212052,5141819,968476,867683,228896,30914,1863834,38055250,37835705,38111657,1734238,1520257,1882635,1153499,708344,984679,844604,843577,898324,213122,135467,506962,349020,73987,1759465,145059,148907,5018292,3269421,3431449
numberOfHashTableProbeWithinFullReducer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
numberOfDeletionPropagationTriggered,12689,14482,1086,24735,38745,18837,1,212292,0,0,0,41919,30,133935,0,0,0,7,22,1,11698,7,0,21,242,9677,0,0,337394,71899,2,0,760,12243,1584,0,4,33423,0,2789,203507,575,902,2221,27914,512,46,255570,29381,48,112294,0,0,0,28,17,697164,533,352,219459,51132,2668,12691,212292,311895,5848,13215,16,0,0,441,8418,284,238,121663,33423,26381,58321,7468,298,29121,64437,173627,173628,136913,111,0,6179,4,36386,121752,87277,121592,2052,54,365,47124,25046,24596,0,0,117,94,0,5485,21355,4,53094,2703,2163,546065,423571,284597
